eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
427,180,2,77.69152766211255,1,25,residential,12190614,110438782,110460422,"LINESTRING (-122.7013466 37.9026225,-122.7015982 37.9028879,-122.7018833 37.9031782)"
428,180,162,198.6549484785824,1,25,residential,12190614,110438782,110392609,"LINESTRING (-122.7013466 37.9026225,-122.7000367 37.9011653)"
429,162,180,198.6549484785824,1,25,residential,12190614,110392609,110438782,"LINESTRING (-122.7000367 37.9011653,-122.7013466 37.9026225)"
430,162,3,196.08820506449445,1,25,residential,12190614,110392609,110460424,"LINESTRING (-122.7000367 37.9011653,-122.6987635 37.899716)"
431,3,162,196.08820506449445,1,25,residential,12190614,110460424,110392609,"LINESTRING (-122.6987635 37.899716,-122.7000367 37.9011653)"
432,52,170,109.07964473481779,1,25,residential,12190734,110461563,110392614,"LINESTRING (-122.702045 37.901241,-122.7014086 37.9003983)"
433,170,52,109.07964473481779,1,25,residential,12190734,110392614,110461563,"LINESTRING (-122.7014086 37.9003983,-122.702045 37.901241)"
434,170,54,185.4142570027361,1,25,residential,12190734,110392614,110461566,"LINESTRING (-122.7014086 37.9003983,-122.7001811 37.899041)"
435,54,170,185.4142570027361,1,25,residential,12190734,110461566,110392614,"LINESTRING (-122.7001811 37.899041,-122.7014086 37.9003983)"
436,21,212,40.352779769679714,1,25,residential,12191179,110421563,110410670,"LINESTRING (-122.6935424 37.9025633,-122.6939738 37.9024375)"
437,212,21,40.352779769679714,1,25,residential,12191179,110410670,110421563,"LINESTRING (-122.6939738 37.9024375,-122.6935424 37.9025633)"
438,212,104,80.05763120618316,1,25,residential,12191179,110410670,110454526,"LINESTRING (-122.6939738 37.9024375,-122.6947843 37.9021068)"
439,104,212,80.05763120618316,1,25,residential,12191179,110454526,110410670,"LINESTRING (-122.6947843 37.9021068,-122.6939738 37.9024375)"
440,104,9,70.09439698459988,1,25,residential,12191179,110454526,110457890,"LINESTRING (-122.6947843 37.9021068,-122.6953487 37.9017963,-122.6954571 37.901778)"
441,9,104,70.09439698459988,1,25,residential,12191179,110457890,110454526,"LINESTRING (-122.6954571 37.901778,-122.6953487 37.9017963,-122.6947843 37.9021068)"
442,105,144,157.5880031451404,1,25,residential,12191190,110387967,5071533356,"LINESTRING (-122.7092745 37.900325,-122.709311 37.9002386,-122.7093069 37.9001614,-122.7092814 37.9001043,-122.7091795 37.900027,-122.709078 37.8999837,-122.7089784 37.8999434,-122.7088689 37.8999236,-122.7086607 37.8998989,-122.7085224 37.8999,-122.708391 37.8999123,-122.708297 37.8999202,-122.7082314 37.8999141,-122.7081576 37.8998767,-122.7081174 37.8998344,-122.7080973 37.8997772,-122.7080973 37.8997137,-122.7081053 37.8996566)"
443,144,105,157.5880031451404,1,25,residential,12191190,5071533356,110387967,"LINESTRING (-122.7081053 37.8996566,-122.7080973 37.8997137,-122.7080973 37.8997772,-122.7081174 37.8998344,-122.7081576 37.8998767,-122.7082314 37.8999141,-122.708297 37.8999202,-122.708391 37.8999123,-122.7085224 37.8999,-122.7086607 37.8998989,-122.7088689 37.8999236,-122.7089784 37.8999434,-122.709078 37.8999837,-122.7091795 37.900027,-122.7092814 37.9001043,-122.7093069 37.9001614,-122.709311 37.9002386,-122.7092745 37.900325)"
444,154,74,130.26161348462193,1,25,residential,12191192,110392637,110346408,"LINESTRING (-122.7088576 37.8972955,-122.7087106 37.8971756,-122.7086795 37.8971503,-122.7085097 37.8969677,-122.708265 37.89651,-122.7081543 37.8963208,-122.7081972 37.8963041)"
445,74,154,130.26161348462193,1,25,residential,12191192,110346408,110392637,"LINESTRING (-122.7081972 37.8963041,-122.7081543 37.8963208,-122.708265 37.89651,-122.7085097 37.8969677,-122.7086795 37.8971503,-122.7087106 37.8971756,-122.7088576 37.8972955)"
446,196,75,124.26369868095335,1,25,residential,12191198,110429587,110463658,"LINESTRING (-122.6460918 37.9010173,-122.6468321 37.9000646)"
447,75,196,124.26369868095335,1,25,residential,12191198,110463658,110429587,"LINESTRING (-122.6468321 37.9000646,-122.6460918 37.9010173)"
448,8,81,126.25087305440408,1,25,residential,12191524,110397457,110465221,"LINESTRING (-122.642525 37.8991419,-122.6433046 37.8981876)"
449,81,8,126.25087305440408,1,25,residential,12191524,110465221,110397457,"LINESTRING (-122.6433046 37.8981876,-122.642525 37.8991419)"
450,134,49,70.6094494932982,1,25,residential,25619988,110443298,279230067,"LINESTRING (-122.6869458 37.9084985,-122.6871872 37.9085249,-122.6873433 37.9084106,-122.687498 37.9082475,-122.6875361 37.9081832)"
451,49,134,70.6094494932982,1,25,residential,25619988,279230067,110443298,"LINESTRING (-122.6875361 37.9081832,-122.687498 37.9082475,-122.6873433 37.9084106,-122.6871872 37.9085249,-122.6869458 37.9084985)"
452,86,185,103.74477709105936,1,25,residential,30086788,110438623,110460289,"LINESTRING (-122.6379141 37.8993317,-122.6378771 37.8993419,-122.6378426 37.8993633,-122.6378068 37.8993984,-122.6376908 37.899633,-122.6376292 37.8997342,-122.6376057 37.8997479,-122.6375872 37.8997547,-122.6375576 37.8997566,-122.6375181 37.8997459,-122.6374773 37.8997185,-122.6374083 37.8996145,-122.6373501 37.8994944,-122.6373501 37.8994199)"
453,46,215,75.16849415581211,1,25,residential,30086806,331389548,1846376881,"LINESTRING (-122.6409265 37.9021109,-122.6410312 37.9022555,-122.6411337 37.9024407,-122.6412818 37.902725)"
454,215,46,75.16849415581211,1,25,residential,30086806,1846376881,331389548,"LINESTRING (-122.6412818 37.902725,-122.6411337 37.9024407,-122.6410312 37.9022555,-122.6409265 37.9021109)"
455,215,255,44.19332012645791,1,25,residential,30086806,1846376881,110431230,"LINESTRING (-122.6412818 37.902725,-122.6414708 37.9030934)"
456,255,215,44.19332012645791,1,25,residential,30086806,110431230,1846376881,"LINESTRING (-122.6414708 37.9030934,-122.6412818 37.902725)"
457,255,32,58.15083433567818,1,25,residential,30086806,110431230,110453844,"LINESTRING (-122.6414708 37.9030934,-122.6417034 37.9035831)"
458,32,255,58.15083433567818,1,25,residential,30086806,110453844,110431230,"LINESTRING (-122.6417034 37.9035831,-122.6414708 37.9030934)"
459,32,158,96.53566443244145,1,25,residential,30086806,110453844,110462794,"LINESTRING (-122.6417034 37.9035831,-122.6421744 37.9043677)"
460,158,32,96.53566443244145,1,25,residential,30086806,110462794,110453844,"LINESTRING (-122.6421744 37.9043677,-122.6417034 37.9035831)"
461,99,227,29.191262367255124,1,25,residential,30087111,110438643,110430661,"LINESTRING (-122.6380178 37.9011497,-122.63823 37.9011692,-122.638349 37.9011661)"
462,227,99,29.191262367255124,1,25,residential,30087111,110430661,110438643,"LINESTRING (-122.638349 37.9011661,-122.63823 37.9011692,-122.6380178 37.9011497)"
463,29,187,5767.09587924256,1,35,tertiary,88159974,110367313,1695486853,"LINESTRING (-122.604059 37.904348,-122.6041928 37.9040875,-122.6043363 37.9038051,-122.6045697 37.9033857,-122.6046553 37.9033101,-122.6048243 37.9032607,-122.6050434 37.9032803,-122.6053009 37.9033684,-122.6056657 37.9035149,-122.6058642 37.9035551,-122.6063497 37.903591,-122.6065052 37.9036397,-122.606638 37.90372,-122.6069049 37.9039995,-122.6070363 37.9040715,-122.607165 37.904106,-122.60732 37.904132,-122.607433 37.904135,-122.607577 37.904113,-122.608081 37.903889,-122.608226 37.903871,-122.608326 37.903883,-122.608467 37.903939,-122.608562 37.904004,-122.608714 37.904172,-122.6090077 37.9045709,-122.6091928 37.9047614,-122.6093618 37.9047974,-122.6095415 37.904791,-122.6097212 37.9047424,-122.6098955 37.9047297,-122.6100377 37.904755,-122.6102094 37.9048249,-122.6103006 37.9049053,-122.6104025 37.9049117,-122.6104722 37.9048376,-122.6104588 37.9047212,-122.6102925 37.9044122,-122.609986 37.90395,-122.609858 37.9036059,-122.6097587 37.9034619,-122.609554 37.903308,-122.609456 37.903188,-122.609403 37.90308,-122.60931 37.902758,-122.6093023 37.9024605,-122.6092881 37.9021737,-122.609322 37.901824,-122.609357 37.901683,-122.6095871 37.9013667,-122.60963 37.9012207,-122.609619 37.900991,-122.609655 37.900878,-122.609697 37.900815,-122.60982 37.90071,-122.610021 37.900577,-122.610317 37.90041,-122.610439 37.900364,-122.610594 37.900343,-122.610696 37.900353,-122.6111267 37.9005328,-122.6112581 37.9005624,-122.6113761 37.9005434,-122.6114378 37.9004397,-122.6114164 37.9003148,-122.6112259 37.8999973,-122.6111428 37.8998682,-122.6111508 37.8997582,-122.6112125 37.8996523,-122.611311 37.899543,-122.611434 37.899425,-122.611828 37.899077,-122.612046 37.898933,-122.612124 37.898897,-122.612254 37.898864,-122.6124115 37.8988481,-122.6125724 37.898865,-122.6126743 37.8988777,-122.6127762 37.8988438,-122.6128326 37.8987571,-122.6128245 37.8986491,-122.612763 37.898388,-122.612774 37.898236,-122.612972 37.897739,-122.613021 37.897313,-122.613093 37.897116,-122.613274 37.89691,-122.61341 37.896815,-122.613509 37.896773,-122.613771 37.896713,-122.613963 37.896715,-122.614289 37.8968543,-122.6143909 37.8968903,-122.6144687 37.8968839,-122.6145599 37.8968416,-122.6146296 37.8967717,-122.6147342 37.8966193,-122.6148362 37.8963632,-122.6148952 37.8962299,-122.6150588 37.8960754,-122.6152814 37.8959166,-122.615522 37.895788,-122.615685 37.895726,-122.6158487 37.8957113,-122.6160284 37.8957452,-122.6162135 37.8957388,-122.616805 37.895555,-122.617222 37.895506,-122.617379 37.895518,-122.617552 37.895562,-122.6178295 37.8957198,-122.617977 37.895868,-122.6181702 37.8959632,-122.6183901 37.8959674,-122.6185564 37.8959336,-122.6186771 37.8958574,-122.618771 37.8957579,-122.6188032 37.8956055,-122.6187307 37.8953176,-122.618483 37.894694,-122.618475 37.894605,-122.618503 37.894483,-122.618576 37.894382,-122.618649 37.894331,-122.618775 37.894302,-122.619365 37.894272,-122.619703 37.8942498,-122.6198599 37.8942741,-122.6200088 37.8943482,-122.6201604 37.8944276,-122.6203588 37.8944667,-122.6205318 37.8944519,-122.6206472 37.8944096,-122.6207303 37.894345,-122.6208309 37.8941683,-122.6209194 37.8940032,-122.6210026 37.8939217,-122.6210951 37.8938656,-122.6213427 37.8937915,-122.6215471 37.893746,-122.6216879 37.8936719,-122.6219494 37.8935058,-122.6221023 37.8934677,-122.6222485 37.8934719,-122.6226481 37.8935386,-122.6231365 37.8936086,-122.6233274 37.8936487,-122.6234977 37.8937217,-122.6236318 37.8938286,-122.6237458 37.8939693,-122.6238383 37.8940953,-122.6239242 37.8941471,-122.6240127 37.8941514,-122.6240878 37.8941175,-122.62412 37.8940519,-122.6241079 37.8939852,-122.623964 37.8937654,-122.6239201 37.8936656,-122.6238661 37.8934257,-122.6238397 37.8932486,-122.6237713 37.8930909,-122.6236291 37.8928613,-122.6234548 37.892639,-122.6233168 37.8925249,-122.6231316 37.8923998,-122.6228707 37.8922844,-122.6227366 37.8922082,-122.6226856 37.8921527,-122.6226776 37.892095,-122.6227005 37.89204,-122.6227641 37.8919955,-122.6228526 37.8919744,-122.6229652 37.8919792,-122.623153 37.8920225,-122.6235386 37.8921246,-122.6237719 37.8921744,-122.6239382 37.8921884,-122.6241092 37.8921887,-122.6242602 37.8921836,-122.6244298 37.8921765,-122.6246296 37.8921776,-122.624867 37.8922051,-122.6249808 37.8922333,-122.6250145 37.8922416,-122.6251298 37.8922924,-122.6252097 37.8923583,-122.6252749 37.8924379,-122.6255952 37.8929258,-122.6257166 37.893057,-122.6258453 37.8931692,-122.6260411 37.8932645,-122.6266184 37.8934571,-122.6271522 37.8936296,-122.627297 37.8936878,-122.6274392 37.8937905,-122.6275519 37.8939206,-122.6281186 37.894767,-122.6282711 37.8949776,-122.6284473 37.8951552,-122.6286019 37.89527,-122.6288974 37.8954099,-122.6296145 37.8957473,-122.6297192 37.8957955,-122.6297786 37.8958079,-122.6298456 37.8958025,-122.6299024 37.8957803,-122.6299373 37.8957487,-122.62996 37.8957032,-122.62996 37.8956605,-122.6299443 37.8956027,-122.6292743 37.8949404,-122.629215 37.894844,-122.6291858 37.8947548,-122.6292132 37.8946664,-122.6292539 37.8946265,-122.6293301 37.8946155,-122.6294379 37.8946341,-122.6295709 37.8947132,-122.6296954 37.8948204,-122.629899 37.8949817,-122.6302217 37.8951993,-122.6304172 37.8953108,-122.6307644 37.8954595,-122.6311918 37.895633,-122.6313646 37.8956977,-122.6315617 37.8957982,-122.6316298 37.8958547,-122.6316769 37.8959208,-122.6317031 37.8960089,-122.6317118 37.8960901,-122.6316943 37.8961617,-122.6316594 37.896225,-122.6315251 37.8963916,-122.6314989 37.8964729,-122.6314867 37.8965486,-122.6315024 37.8966285,-122.6315617 37.8967304,-122.6316629 37.8968377,-122.6320939 37.8972329,-122.6325441 37.897617,-122.6325929 37.8976762,-122.6326348 37.8977478,-122.6326453 37.8978236,-122.6326435 37.8979943,-122.6326138 37.8980631,-122.632572 37.8981499,-122.6325353 37.898216,-122.6325336 37.8982986,-122.632551 37.8983578,-122.6325877 37.8984239,-122.632654 37.8984913,-122.6327587 37.8985918,-122.6330478 37.8988479,-122.6333835 37.8990618,-122.6343972 37.8995726,-122.6345522 37.8996274,-122.6346216 37.899635,-122.6347297 37.8996146,-122.6347862 37.8995815,-122.6348452 37.8995107,-122.634886 37.8993757,-122.6348619 37.8992647,-122.6348018 37.8989871,-122.6346049 37.8985553,-122.6344935 37.8983465,-122.6344031 37.8981592,-122.6343886 37.8980739,-122.6343854 37.8980179,-122.6344128 37.8979338,-122.6345904 37.8976714,-122.6349098 37.8973289,-122.6351512 37.8971088,-122.6354329 37.8968876,-122.635742 37.896704,-122.6359657 37.8965944,-122.6364058 37.896377,-122.6365761 37.8963019,-122.6367077 37.8962486)"
464,187,29,5767.095879242564,1,35,tertiary,88159974,1695486853,110367313,"LINESTRING (-122.6367077 37.8962486,-122.6365761 37.8963019,-122.6364058 37.896377,-122.6359657 37.8965944,-122.635742 37.896704,-122.6354329 37.8968876,-122.6351512 37.8971088,-122.6349098 37.8973289,-122.6345904 37.8976714,-122.6344128 37.8979338,-122.6343854 37.8980179,-122.6343886 37.8980739,-122.6344031 37.8981592,-122.6344935 37.8983465,-122.6346049 37.8985553,-122.6348018 37.8989871,-122.6348619 37.8992647,-122.634886 37.8993757,-122.6348452 37.8995107,-122.6347862 37.8995815,-122.6347297 37.8996146,-122.6346216 37.899635,-122.6345522 37.8996274,-122.6343972 37.8995726,-122.6333835 37.8990618,-122.6330478 37.8988479,-122.6327587 37.8985918,-122.632654 37.8984913,-122.6325877 37.8984239,-122.632551 37.8983578,-122.6325336 37.8982986,-122.6325353 37.898216,-122.632572 37.8981499,-122.6326138 37.8980631,-122.6326435 37.8979943,-122.6326453 37.8978236,-122.6326348 37.8977478,-122.6325929 37.8976762,-122.6325441 37.897617,-122.6320939 37.8972329,-122.6316629 37.8968377,-122.6315617 37.8967304,-122.6315024 37.8966285,-122.6314867 37.8965486,-122.6314989 37.8964729,-122.6315251 37.8963916,-122.6316594 37.896225,-122.6316943 37.8961617,-122.6317118 37.8960901,-122.6317031 37.8960089,-122.6316769 37.8959208,-122.6316298 37.8958547,-122.6315617 37.8957982,-122.6313646 37.8956977,-122.6311918 37.895633,-122.6307644 37.8954595,-122.6304172 37.8953108,-122.6302217 37.8951993,-122.629899 37.8949817,-122.6296954 37.8948204,-122.6295709 37.8947132,-122.6294379 37.8946341,-122.6293301 37.8946155,-122.6292539 37.8946265,-122.6292132 37.8946664,-122.6291858 37.8947548,-122.629215 37.894844,-122.6292743 37.8949404,-122.6299443 37.8956027,-122.62996 37.8956605,-122.62996 37.8957032,-122.6299373 37.8957487,-122.6299024 37.8957803,-122.6298456 37.8958025,-122.6297786 37.8958079,-122.6297192 37.8957955,-122.6296145 37.8957473,-122.6288974 37.8954099,-122.6286019 37.89527,-122.6284473 37.8951552,-122.6282711 37.8949776,-122.6281186 37.894767,-122.6275519 37.8939206,-122.6274392 37.8937905,-122.627297 37.8936878,-122.6271522 37.8936296,-122.6266184 37.8934571,-122.6260411 37.8932645,-122.6258453 37.8931692,-122.6257166 37.893057,-122.6255952 37.8929258,-122.6252749 37.8924379,-122.6252097 37.8923583,-122.6251298 37.8922924,-122.6250145 37.8922416,-122.6249808 37.8922333,-122.624867 37.8922051,-122.6246296 37.8921776,-122.6244298 37.8921765,-122.6242602 37.8921836,-122.6241092 37.8921887,-122.6239382 37.8921884,-122.6237719 37.8921744,-122.6235386 37.8921246,-122.623153 37.8920225,-122.6229652 37.8919792,-122.6228526 37.8919744,-122.6227641 37.8919955,-122.6227005 37.89204,-122.6226776 37.892095,-122.6226856 37.8921527,-122.6227366 37.8922082,-122.6228707 37.8922844,-122.6231316 37.8923998,-122.6233168 37.8925249,-122.6234548 37.892639,-122.6236291 37.8928613,-122.6237713 37.8930909,-122.6238397 37.8932486,-122.6238661 37.8934257,-122.6239201 37.8936656,-122.623964 37.8937654,-122.6241079 37.8939852,-122.62412 37.8940519,-122.6240878 37.8941175,-122.6240127 37.8941514,-122.6239242 37.8941471,-122.6238383 37.8940953,-122.6237458 37.8939693,-122.6236318 37.8938286,-122.6234977 37.8937217,-122.6233274 37.8936487,-122.6231365 37.8936086,-122.6226481 37.8935386,-122.6222485 37.8934719,-122.6221023 37.8934677,-122.6219494 37.8935058,-122.6216879 37.8936719,-122.6215471 37.893746,-122.6213427 37.8937915,-122.6210951 37.8938656,-122.6210026 37.8939217,-122.6209194 37.8940032,-122.6208309 37.8941683,-122.6207303 37.894345,-122.6206472 37.8944096,-122.6205318 37.8944519,-122.6203588 37.8944667,-122.6201604 37.8944276,-122.6200088 37.8943482,-122.6198599 37.8942741,-122.619703 37.8942498,-122.619365 37.894272,-122.618775 37.894302,-122.618649 37.894331,-122.618576 37.894382,-122.618503 37.894483,-122.618475 37.894605,-122.618483 37.894694,-122.6187307 37.8953176,-122.6188032 37.8956055,-122.618771 37.8957579,-122.6186771 37.8958574,-122.6185564 37.8959336,-122.6183901 37.8959674,-122.6181702 37.8959632,-122.617977 37.895868,-122.6178295 37.8957198,-122.617552 37.895562,-122.617379 37.895518,-122.617222 37.895506,-122.616805 37.895555,-122.6162135 37.8957388,-122.6160284 37.8957452,-122.6158487 37.8957113,-122.615685 37.895726,-122.615522 37.895788,-122.6152814 37.8959166,-122.6150588 37.8960754,-122.6148952 37.8962299,-122.6148362 37.8963632,-122.6147342 37.8966193,-122.6146296 37.8967717,-122.6145599 37.8968416,-122.6144687 37.8968839,-122.6143909 37.8968903,-122.614289 37.8968543,-122.613963 37.896715,-122.613771 37.896713,-122.613509 37.896773,-122.61341 37.896815,-122.613274 37.89691,-122.613093 37.897116,-122.613021 37.897313,-122.612972 37.897739,-122.612774 37.898236,-122.612763 37.898388,-122.6128245 37.8986491,-122.6128326 37.8987571,-122.6127762 37.8988438,-122.6126743 37.8988777,-122.6125724 37.898865,-122.6124115 37.8988481,-122.612254 37.898864,-122.612124 37.898897,-122.612046 37.898933,-122.611828 37.899077,-122.611434 37.899425,-122.611311 37.899543,-122.6112125 37.8996523,-122.6111508 37.8997582,-122.6111428 37.8998682,-122.6112259 37.8999973,-122.6114164 37.9003148,-122.6114378 37.9004397,-122.6113761 37.9005434,-122.6112581 37.9005624,-122.6111267 37.9005328,-122.610696 37.900353,-122.610594 37.900343,-122.610439 37.900364,-122.610317 37.90041,-122.610021 37.900577,-122.60982 37.90071,-122.609697 37.900815,-122.609655 37.900878,-122.609619 37.900991,-122.60963 37.9012207,-122.6095871 37.9013667,-122.609357 37.901683,-122.609322 37.901824,-122.6092881 37.9021737,-122.6093023 37.9024605,-122.60931 37.902758,-122.609403 37.90308,-122.609456 37.903188,-122.609554 37.903308,-122.6097587 37.9034619,-122.609858 37.9036059,-122.609986 37.90395,-122.6102925 37.9044122,-122.6104588 37.9047212,-122.6104722 37.9048376,-122.6104025 37.9049117,-122.6103006 37.9049053,-122.6102094 37.9048249,-122.6100377 37.904755,-122.6098955 37.9047297,-122.6097212 37.9047424,-122.6095415 37.904791,-122.6093618 37.9047974,-122.6091928 37.9047614,-122.6090077 37.9045709,-122.608714 37.904172,-122.608562 37.904004,-122.608467 37.903939,-122.608326 37.903883,-122.608226 37.903871,-122.608081 37.903889,-122.607577 37.904113,-122.607433 37.904135,-122.60732 37.904132,-122.607165 37.904106,-122.6070363 37.9040715,-122.6069049 37.9039995,-122.606638 37.90372,-122.6065052 37.9036397,-122.6063497 37.903591,-122.6058642 37.9035551,-122.6056657 37.9035149,-122.6053009 37.9033684,-122.6050434 37.9032803,-122.6048243 37.9032607,-122.6046553 37.9033101,-122.6045697 37.9033857,-122.6043363 37.9038051,-122.6041928 37.9040875,-122.604059 37.904348)"
